title,desc
Pentingnya Tetap Jaga Jarak saat Bagikan Bantuan di Tengah Pandemi Corona,Rizayati mengingatkan kepada seluruh masyarakat yang akan melakukan kegiatan sosial di tengah pandemi virus Corona Covid-19 agar menerapkan mekanisme physical distancing atau jaga jarak.
PAN Bela Bupati Boltim yang Marahi Menteri Terkait Penyaluran BLT,"ddy mengatakan, DPP PAN sependapat dengan Sehan mengenai diskresi pencairan BLT."
FOTO: Pemprov DKI Siapkan GOR untuk Tampung Tunawisma Terdampak Covid-19,Pemprov DKI Jakarta menyiapkan GOR di Jakarta untuk ditempati warga yang tidak mempunya tempat tinggal akibat terdampak Covid-19
Ini Alasan Pemerintah Tak Berlakukan Sanksi PSBB Sejak Awal,"Namun, pemerintah sudah menyiapkan sanksi terhadap pelanggaran aturan larangan mudik selama bulan Ramadan."
Lebih dari 72 Ribu Spesimen dari 56.974 Orang Diperiksa Terkait Corona,72 ribu spesimen terkait virus Corona Covid-19 itu diperiksa di 46 laboratorium.
Bupati Bogor Minta Pemerintah Buat Aturan PSBB secara Nasional,Dia mengakui PSBB di Bogor belum begitu terlihat dampaknya karena beberapa kelemahan.
"Suami Kerja di RSD Wisma Atlet, Istri dan 2 Anaknya Positif Covid-19","Meski begitu, dari hasil pemeriksaan laboratorium, sang suami tidak tertular alias negatif Covid-19."
Doni Monardo: Hari Kesiapsiagaan Bencana Fokus Putus Rantai Penyebaran Covid-19,Doni menegaskan bahwa perlu adanya disiplin dan kesadaran masyarakat agar virus corona hilang dari Indonesia.
Pakar Hukum: Omnibus Law Ciptaker Bisa Jadi Solusi Regulasi Usai Corona,Omnibus Law Cipta Lapangan Kerja merupakan salah satu solusi untuk mengatasi berbagai masalah lapangan kerja yang terdampak akibat pandemi Corona Covid-19.
"Update Corona Minggu 26 April, Total di Jakarta 3.798 Orang Positif Covid-19",Kenaikan pasien positif virus Corona Covid-19 di Ibu Kota berdasarkan data sebelumnya ditambah kasus baru sebanyak 114 orang.
Ganjar Berikan Perhatian kepada Mahasiswa Perantauan,"Ganjar mengecek kondisi para mahasiswa yang tidak mudik, juga memberikan bantuan berupa sembako dan buah agar para mahasiswa tak kesulitan mendapatkan makanan."
"Pemerintah: Jangan Mudik, Tak Ada Jaminan Perjalanan Aman dari Corona",Penerapan physical distancing atau jaga jarak tak akan berjalan dengan baik saat berpergian atau mudik.
DPR Minta Pemerintah Bail Out PTS Terdampak Covid-19,Penyebaran pandemi Covid-19 memberikan dampak domino bagi pengelolaan PTS di Indonesia.
Polisi Tangkap Pembunuh Sopir Taksi Online di Pulogadung,Pembunuhan yang menimpa sopir taksi online ini terjadi pada Kamis 30 April 2020.
Tonton Live Streaming Upacara Bendera Perayaan Hardiknas di Youtube Kemendikbud RI,"Mendikbud mengimbau pada setiap satuan pendidikan, kantor instansi pusat dan daerah, serta perwakilan RI di luar negeri, untuk mengikuti jalannya upacara bendera."
"Kembali Hirup Udara Bebas, Romahurmuziy: Ini Berkah Ramadan","Menurut Romi, sejumlah keputusan hukum yang berhasil diputus belum sepenuhnya berpihak kepadanya."
"Dapat Keringanan Hukuman, Romahurmuziy Akan Bebas Malam Ini",MA mengaku telah menerima permohonan Kasasi yang diajukan Jaksa Penuntut KPK atas perkara Romi.
"KPK: 92,81 Persen Pejabat Indonesia Patuh Lapor LHKPN","Meski penyampaian LHKPN diperpanjang sekitar satu bulan, tidak semua pejabat negara patuh melaporkan hartanya."
Anies: DKI Akan Beri Bingkisan Bansos Jelang Lebaran,"Anies mengataka, bansos akan diberikan pada 10 hari atau sepekan sebelum Hari Raya Idul Fitri."
"Anies: Meski Angka Corona Turun, PSBB Tak Boleh Kendor","Anies menekankan, adanya penurunan jumlah terinfeksi virus Corona saat ini bukan diartikan masa pandemi Covid-19 sudah berakhir."
"20 Hari Penerapan PSBB di DKI, Ada 116 Perusahaan Berhenti Beroperasi","Sementara itu, ada 462 perusahaan atau tempat kerja yang termasuk 11 sektor yang dikecualikan, diberi pembinaan."
"Hadirkan Tersangka, KPK Dikritik Langgar Asas Praduga Tak Bersalah",Arsul meminta Ketua KPK Firli Bahuri mempertimbangkan kembali untuk tak menghadirkan tersangka.
Deretan Fakta 4 Remaja Perempuan Bunuh Sopir Taksi Online di Bandung,"Pembunuhan tersebut dilakukan lantaran mereka tidak bisa membayar ongkos dari arah Jakarta menuju Pangalengan, Bandung."
Anies Klaim 98 Persen Bansos Tersalurkan di DKI Jakarta,"Meski demikian, Anies menyebut masih ada kekurangan dalam penyaluran bansos."
"Gempa Magnitudo 5,2 Getarkan Melonguane Sulawesi Utara","BMKG menyebut, gempa tidak berpotensi tsunami."
"Fokus Penanganan Corona, PKS Minta Jokowi Hentikan Program Kartu Prakerja",Wakil Ketua Fraksi PKS DPR RI Sukamta kembali menyampaikan kritik soal  program Kartu Prakerja.
MRT Jakarta Gratiskan Sewa Gerai UMKM di Stasiun Akibat Pandemi Corona,MRT Jakarta rencananya akan menggratiskan biaya sewa gerai selama tiga bulan.
Gianyar Mulai Salurkan BLT ke Warga Terdampak Corona Covid-19,"Ada 64 desa yang kami bantu secara bertahap mulai  27 April hingga 2 Mei 2020, jadi tanggal 2 Mei semua desa sudah menyalurkan BLT desa nya ke 10.566 KK."
"Terkuak, Ini Pemilik Celurit di Gerbang Tol Slipi",Polisi mengamankan sebilah celurit besar yang tegeletak di ruas jalan tol. Penemuan ini mengejutkan penjaga pintu tol.
"Anies: Bila Anda Pulang Kampung, Belum Tentu Bisa Masuk Jakarta Lagi",Pemprov DKI Jakarta segera memperketat aturan masuk ke Ibu Kota usai Lebaran untuk mencegah kasus Corona kembali meningkat di Jakarta.
Anies Baswedan Minta Warga Jakarta Disiplin Terapkan PSBB Agar Pandemi Corona Cepat Selesai,Anies yakin mata pencaharian bisa didapat kembali jika pandemi Corona ini sudah selesai.
"Tertibkan Masyarakat, Pemkot Bekasi Libatkan Relawan di PSBB Jilid II",Pemerintah Kota (Pemkot) Bekasi turut melibatkan relawan untuk menertibkan masyarakat selama pelaksanaan Pembatasan Sosial Berskala Besar (PSBB) jilid II.
"Jelang Penutupan Tahap Awal, 87 Persen Jemaah Lunasi Biaya Haji",kuota Haji Indonesia tahun ini berjumlah 221.000 yang terdiri dari kuota haji reguler (203.320) dan kuota haji khusus (17.680).
DKI Provinsi Terbanyak Pasien Sembuh Covid-19,Jumlah terkonfirmasi positif COVID-19 juga bertambah sebanyak 260 hingga totalnya menjadi 9.771 orang.
JK Paparkan Langkah PMI Hadapi Covid-19 ke Pimpinan Palang Merah se-Asia Tenggara,"Selain itu, masih kata JK, PMI juga selalu membantu dalam memitigasi demi mengurangi penyebaran Covid-19."
LBH Minta Pemerintah Beri Jaminan untuk Buruh di Papua Selama Wabah Corona,"Direktur LBH Papua Emanuel Gobay mengungkap, nasib buruh di Papua masih tidak jelas, terlebih di tengah pandemi Corona."
Anies: Hati-Hati Akan Ada Pembatasan Amat Ketat untuk Masuk Jakarta,"Tak ingin kasus Corona kembali meningkat, Pemerintah Provinsi DKI Jakarta bakal memperketat aturan masuk ke Ibu Kota usai Lebaran nanti."
"Lewat Jumat Berkah, Wali Kota Semarang Keliling Bantu Warga Hadapi Covid-19",Dalam program Jumat Berkah Pemkot Semarang membagikan bantuan berupa hidangan untuk berbuka puasa atau yang populer disebut dengan takjil.
VIDEO TOP 3: Detik-Detik Truk Kontainer Jatuh dari Tol Layang,"Video Top 3 hari ini ada berita terkait Wali Kota Tanjungpinang meninggal dunia, Wapres AS Mike Pence mengunjungi rumah sakit yang merawat pasien corona tanpa memakai masker, dan satu unit truk kontainer jatuh dari jalan tol layang."
Firli Tolak Ungkap 18 Masalah Hasil Evaluasi Dewas KPK,Firli mengaku sudah menemukan solusi dari masalah yang ditemukan oleh Dewan Pengawas KPK.
Anies Baswedan Siapkan 20 Juta Masker untuk Dibagikan ke Warga Jakarta,Gubernur DKI Jakarta Anies Baswedan mengatakan telah menyiapkan 20 juta masker untuk dibagikan ke warga Jakarta.
Jubir Penanganan Covid-19 Ajak Masyarakat Gotong Royong Atasi Pandemi Corona,Yurianto mengajak masyarakat untuk meningkatkan imunitas diri.
"Anies Baswedan: Jakarta Belum Merdeka dari Corona Covid-19, PSBB Jangan Kendor","Gubernur DKI Jakarta Anies Baswedan mengatakan, penurunan kasus Corona di DKI bukan berarti Jakarta sudah merdeka dari Covid-19."
Ombudsman Buka Posko Pengaduan Online Penanganan Corona Covid-19,Masyarakat dapat melaporkan potensi maladmanisitrasi pada sejumlah kebijakan terkait penanganan virus corona Covid-19.
Fakta PNS Koboi Jalanan Perusak Mobil Polisi Berpangkat Jenderal di Cikampek,"Saat ini, kasus oknum PNS yang bertindak bak koboi jalanan di Tol Cikampek sedang ditangani oleh jajaran Polda Metro Jaya."
Mensos Akui Bansos Sempat Tersendat karena Tunggu Tas Bertuliskan Bantuan Presiden,Juliari menyebut tas itu belum tersedia karena pemasok bahan mengalami kesulitan import bahan baku.
BMKG: Gempa Hari Ini Getarkan Bengkulu Selatan,Pusat gempa berada di laut 35 kilometer barat daya Bengkulu Selatan.
"Polisi Tangkap 9 Tersangka Narkotika, Sita 46 Kg Sabu dan 65.000 Ekstasi, April Ini",Pengungkapan kasus narkotika ini dilakukan selama April 2020.
LBH Pers: 59 Pekerja Media Buat Aduan Terkait Dampak Wabah Corona,"Pandemi Corona mengguncang stabilitas segala sektor, termasuk ekonomi. Dunia media tak luput dari krisis tersebut."
RUU Cipta Kerja Diyakini Beri Harapan Pemulihan Ekonomi Pasca Krisis Covid-19,Ketua Dewan Tafkir PP Persatuan Islam (Persis) Muslim Mufti mengapresiasi semangat memangkas perizinan bagi usaha kecil dan menengah dalam RUU Cipta Kerja.
PSBB Kota Tangerang Diperpanjang hingga 15 Mei,"Pada penerapan PSBB pertama, selama 10 hari di Kota Tangerang menunjukan ada penurunan laju pertumbuhan kasus positif Covid-19."
FOTO: KPK Gelar Sidang Eks Anggota DPR Sukiman Secara Online,"Majelis Hakim Pengadilan Tipikor Jakarta menjatuhkan vonis terhadap eks anggota DPR RI, Sukiman, dengan pidana penjara selama enam tahun dan denda Rp500 juta subsider 3 bulan kurungan."
"Dinkes DKI: 1.088 Spesimen Lakukan PCR, 66 Positif Covid-19 di Jakarta","Dwi juga menyatakan saat mengalami perawatan terkait virus Corona, setiap pasien dapat melakukan beberapa kali tes."
"Dilepas Wali Kota Airin, 3 Pasien Rumah Lawan Covid-19 Tangsel Dipulangkan",Airin sangat berterima kasih kepada perawat serta dokter yang telah memberikan penanganan secara khusus kepada pasien di Rumah Lawan Covid-19.
"Polisi Benarkan Roy Kiyoshi Diperiksa karena Narkoba, Hasilnya?","Kombes Budi menambhakan, pihaknya akan merilis keterangan lengkap terkait penangkapan Roy oleh satuan narkoba pada Jumat siang besok."
Gaya KSAD Menjaga Ketahanan Fisik Tenaga Medis di RSPAD Saat Merawat Pasien Covid-19,"Sesuai dengan janji istri saya minggu lalu, kita akan berikan lagi dukungan kepada para tenaga medis."
Pasien Positif Covid-19 di Bekasi Bertambah 10 Kasus dalam Dua Hari,"Angka keseluruhan Covid-19 di Kota Bekasi sampai dengan hari ini terkonfirmasi sebanyak 3.081 kasus, dengan penambahan dari kasus PDP dan positif."
"Sempat Nihil Kasus Baru, Pasien Positif Covid-19 di Kota Bogor Bertambah 2","Sebelumnya, jumlah kasus positif Covid-19 tidak ada penambahan selama lima hari terakhir, yakni berada di angka 91 kasus."
Smart Kampung di Banyuwangi Bantu Verifikasi Data JPS di Tengah Pandemi,Salah satu desa yang mengandalkan Smart Kampung di tengah pandemi Covid-19 ini adalah Kantor Pelayanan Desa Bomo.
"Defisit Anggaran, DPRD DKI Sebut Anies Telat Antisipasi Dampak Corona","Selain itu, Jhonny menyebut Pemprov DKI dikelilingi oleh para ahli yang dapat memberikan masukan terkait dampak virus Corona."
Anggota Komisi II Ini Minta Pemerintah Percayakan Penyaluran Bansos ke Kepala Desa,"Menurut dia, para kepala desa lebih paham kondisi dan teritori serta karakter masyarakatnya."
FOTO: Hotel Mewah di Tangerang Disulap Untuk Tempat Tinggal Tenaga Medis Covid-19,Hotel yang berlokasi di Kota Tangerang yaitu Hotel Pakons Prime disediakan khusus bagi tenaga medis penanganan Covid-19
4 Fakta tentang Asteroid Apollo yang Dekati Bumi 15 Ramadan Besok,Asteroid 2016 HP6 memiliki jarak perpotongan orbit minimum sebesar 805 ribu kilometer terhadap orbit Bumi.
"Kisah Tragis Seorang Istri Siri di Bogor, Kabur dari Penganiayaan Usai Jebol Tembok","Nasib tragis dialami SM (17), remaja wanita yang berhasil kabur dari penganiayaan yang diduga dilakukan suami sirinya AA (37)."
"Bansos dari Pemkot Semarang Diproses, Warga Diminta Lebih Tertib dan Kompak",Hendi menargetkan distribusi bantuan yang disiapkan pada Mei 2020 bisa lebih merata dan jumlahnya dua kali lipat.
Melihat Perayaan Waisak di Tengah Pandemi Corona di Indonesia,"Pada Hari Waisak 2020 ini, tidak ada acara perayaan apapun."
Kenangan Hendropriyono Akan Sosok Bung Hatta,"Hendropriyono pun juga bercerita, bagaimana Bung Hatta ditangkap oleh Kepolisian Sumedang kala itu."
"Evaluasi Bansos, Menko PMK Minta Verifikasi Data Libatkan Pendamping","Rapat membahas bantuan sosial (bansos), termasuk evaluasi pascapenyaluran bansos tahap 1 di wilayah DKI Jakarta."
Kemenhub Minta AP2 dan KKP Lebih Siap Menerapkan Protokol Kesehatan,Hal ini terkait dengan penumpukan penumpang yang tiba hampir bersamaan di Terminal 3 Bandara Soekarno Hatta pada hari ini.
Wakil Ketua DPRD DKI Kritik Sikap Sri Mulyani ke Anies Baswedan soal Bansos,"Sebelumnya, Menteri Keuangan Sri Mulyani, mengatakan pemerintah Provinsi DKI Jakarta kini tidak memiliki anggaran yang cukup untuk membiayai sekitar 1,1 juta warganya."
Gugus Tugas  Covid-19: Perhatikan Gizi Agar Imunitas Terjaga,Memperbanyak asupan makanan seperti buah dan mengonsumsi sayuran di tengah pandemi Covid-19 dinilai sangat penting.
Jantho Aceh Besar Digoyang Gempa Hari Ini,"Lokasi gempa terletak pada titik koordinat 4,99 Lintang Utara (LU) dan 95,26 Bujur Timur (BT). Atau lebih tepatnya di 47 km barat daya Jantho, Aceh Besar."
